# Timer data started: Tue Apr  6 10:53:34 2021
# timer(10 ns), starts, total starts, total stops
347, 308, 1528990, 6402
290, 130, 1529120, 6403
1385, 230, 1529350, 6404
577, 37, 1529387, 6405
377, 90, 1529477, 6406
174, 228, 1529705, 6407
2248, 377, 1530082, 6408
1167, 20, 1530102, 6409
224, 229, 1530331, 6410
2956, 132, 1530463, 6411
2763, 123, 1530586, 6412
103, 102, 1530688, 6413
296, 38, 1530726, 6414
93, 172, 1530898, 6415
466, 194, 1531092, 6416
324, 785, 1531877, 6417
273, 44, 1531921, 6418
594, 1108, 1533029, 6419
246, 435, 1533464, 6420
103, 6, 1533470, 6421
431, 37, 1533507, 6422
124, 240, 1533747, 6423
255, 62, 1533809, 6424
72, 391, 1534200, 6425
183, 86, 1534286, 6426
1001, 122, 1534408, 6427
422, 161, 1534569, 6428
823, 989, 1535558, 6429
193, 88, 1535646, 6430
674, 96, 1535742, 6431
167, 178, 1535920, 6432
143, 94, 1536014, 6433
2858, 741, 1536755, 6434
448, 223, 1536978, 6435
69, 135, 1537113, 6436
2648, 72, 1537185, 6437
243, 38, 1537223, 6438
264, 12, 1537235, 6439
172, 273, 1537508, 6440
331, 7, 1537515, 6441
4059, 1057, 1538572, 6442
3254, 101, 1538673, 6443
1590, 8, 1538681, 6444
3930, 259, 1538940, 6445
3759, 85, 1539025, 6446
1834, 488, 1539513, 6447
322, 206, 1539719, 6448
62, 155, 1539874, 6449
75, 324, 1540198, 6450
788, 506, 1540704, 6451
3705, 893, 1541597, 6452
35, 184, 1541781, 6453
577, 128, 1541909, 6454
213, 28, 1541937, 6455
84, 38, 1541975, 6456
130, 85, 1542060, 6457
3989, 161, 1542221, 6458
1885, 82, 1542303, 6459
128, 23, 1542326, 6460
3175, 63, 1542389, 6461
1051, 284, 1542673, 6462
807, 31, 1542704, 6463
717, 172, 1542876, 6464
4021, 40, 1542916, 6465
403, 74, 1542990, 6466
344, 203, 1543193, 6467
535, 766, 1543959, 6468
352, 171, 1544130, 6469
103, 432, 1544562, 6470
3848, 4, 1544566, 6471
3638, 23, 1544589, 6472
3470, 375, 1544964, 6473
3853, 328, 1545292, 6474
55, 80, 1545372, 6475
224, 199, 1545571, 6476
46, 167, 1545738, 6477
3590, 186, 1545924, 6478
194, 85, 1546009, 6479
1083, 124, 1546133, 6480
265, 346, 1546479, 6481
26, 144, 1546623, 6482
112, 314, 1546937, 6483
67, 596, 1547533, 6484
700, 178, 1547711, 6485
30, 258, 1547969, 6486
326, 779, 1548748, 6487
514, 206, 1548954, 6488
43, 381, 1549335, 6489
2573, 226, 1549561, 6490
1849, 206, 1549767, 6491
134, 390, 1550157, 6492
144, 23, 1550180, 6493
82, 51, 1550231, 6494
171, 159, 1550390, 6495
303, 322, 1550712, 6496
1747, 407, 1551119, 6497
2504, 27, 1551146, 6498
37, 273, 1551419, 6499
3305, 282, 1551701, 6500
114, 123, 1551824, 6501
88, 149, 1551973, 6502
81, 453, 1552426, 6503
39, 542, 1552968, 6504
30, 53, 1553021, 6505
954, 20, 1553041, 6506
262, 743, 1553784, 6507
349, 9, 1553793, 6508
11, 367, 1554160, 6509
3374, 317, 1554477, 6510
903, 37, 1554514, 6511
1086, 98, 1554612, 6512
490, 27, 1554639, 6513
3787, 314, 1554953, 6514
729, 5, 1554958, 6515
3479, 30, 1554988, 6516
2269, 41, 1555029, 6517
121, 20, 1555049, 6518
83, 238, 1555287, 6519
15, 74, 1555361, 6520
1041, 42, 1555403, 6521
988, 958, 1556361, 6522
171, 302, 1556663, 6523
1608, 706, 1557369, 6524
2924, 36, 1557405, 6525
283, 887, 1558292, 6526
2291, 77, 1558369, 6527
37, 342, 1558711, 6528
881, 478, 1559189, 6529
2071, 9, 1559198, 6530
2833, 577, 1559775, 6531
3017, 78, 1559853, 6532
226, 13, 1559866, 6533
3305, 46, 1559912, 6534
1847, 469, 1560381, 6535
254, 64, 1560445, 6536
38, 66, 1560511, 6537
2869, 238, 1560749, 6538
2146, 8, 1560757, 6539
143, 346, 1561103, 6540
1443, 63, 1561166, 6541
2913, 12, 1561178, 6542
2632, 343, 1561521, 6543
106, 155, 1561676, 6544
942, 353, 1562029, 6545
250, 101, 1562130, 6546
18, 130, 1562260, 6547
123, 71, 1562331, 6548
173, 640, 1562971, 6549
2765, 81, 1563052, 6550
403, 249, 1563301, 6551
3728, 507, 1563808, 6552
4014, 12, 1563820, 6553
35, 299, 1564119, 6554
121, 316, 1564435, 6555
3240, 80, 1564515, 6556
112, 141, 1564656, 6557
25, 155, 1564811, 6558
1075, 355, 1565166, 6559
451, 17, 1565183, 6560
1355, 151, 1565334, 6561
2445, 372, 1565706, 6562
154, 382, 1566088, 6563
54, 8, 1566096, 6564
42, 403, 1566499, 6565
1315, 8, 1566507, 6566
1098, 85, 1566592, 6567
273, 8, 1566600, 6568
1484, 111, 1566711, 6569
112, 524, 1567235, 6570
307, 230, 1567465, 6571
22, 303, 1567768, 6572
20, 36, 1567804, 6573
191, 463, 1568267, 6574
224, 52, 1568319, 6575
350, 3, 1568322, 6576
548, 92, 1568414, 6577
74, 479, 1568893, 6578
1991, 83, 1568976, 6579
92, 74, 1569050, 6580
111, 93, 1569143, 6581
183, 97, 1569240, 6582
80, 247, 1569487, 6583
351, 57, 1569544, 6584
2173, 106, 1569650, 6585
159, 291, 1569941, 6586
834, 282, 1570223, 6587
62, 346, 1570569, 6588
329, 70, 1570639, 6589
135, 233, 1570872, 6590
2941, 640, 1571512, 6591
21, 738, 1572250, 6592
601, 545, 1572795, 6593
127, 53, 1572848, 6594
3961, 99, 1572947, 6595
1629, 179, 1573126, 6596
612, 224, 1573350, 6597
3494, 123, 1573473, 6598
303, 81, 1573554, 6599
3273, 922, 1574476, 6600
264, 203, 1574679, 6601
116, 181, 1574860, 6602
188, 131, 1574991, 6603
602, 454, 1575445, 6604
35, 12, 1575457, 6605
321, 89, 1575546, 6606
20, 845, 1576391, 6607
78, 218, 1576609, 6608
22, 175, 1576784, 6609
2224, 217, 1577001, 6610
2279, 342, 1577343, 6611
1052, 190, 1577533, 6612
34, 638, 1578171, 6613
32, 475, 1578646, 6614
300, 295, 1578941, 6615
289, 7, 1578948, 6616
9, 101, 1579049, 6617
43, 100, 1579149, 6618
3626, 321, 1579470, 6619
176, 35, 1579505, 6620
113, 203, 1579708, 6621
637, 125, 1579833, 6622
101, 89, 1579922, 6623
22, 802, 1580724, 6624
41, 430, 1581154, 6625
2331, 470, 1581624, 6626
3192, 738, 1582362, 6627
54, 354, 1582716, 6628
2773, 1063, 1583779, 6629
189, 1128, 1584907, 6630
653, 206, 1585113, 6631
51, 162, 1585275, 6632
18, 311, 1585586, 6633
375, 573, 1586159, 6634
99, 469, 1586628, 6635
16, 189, 1586817, 6636
63, 343, 1587160, 6637
411, 130, 1587290, 6638
136, 1473, 1588763, 6639
118, 442, 1589205, 6640
27, 72, 1589277, 6641
944, 111, 1589388, 6642
607, 54, 1589442, 6643
177, 529, 1589971, 6644
1707, 258, 1590229, 6645
246, 1097, 1591326, 6646
267, 258, 1591584, 6647
907, 192, 1591776, 6648
227, 198, 1591974, 6649
362, 75, 1592049, 6650
9, 21, 1592070, 6651
201, 218, 1592288, 6652
131, 5, 1592293, 6653
392, 116, 1592409, 6654
164, 480, 1592889, 6655
2384, 271, 1593160, 6656
497, 70, 1593230, 6657
73, 524, 1593754, 6658
3725, 57, 1593811, 6659
3957, 194, 1594005, 6660
266, 242, 1594247, 6661
71, 223, 1594470, 6662
2185, 57, 1594527, 6663
104, 229, 1594756, 6664
16, 183, 1594939, 6665
277, 261, 1595200, 6666
158, 130, 1595330, 6667
94, 128, 1595458, 6668
3143, 518, 1595976, 6669
53, 11, 1595987, 6670
207, 111, 1596098, 6671
152, 63, 1596161, 6672
2959, 367, 1596528, 6673
148, 167, 1596695, 6674
796, 506, 1597201, 6675
147, 102, 1597303, 6676
406, 162, 1597465, 6677
580, 95, 1597560, 6678
221, 16, 1597576, 6679
56, 14, 1597590, 6680
20, 45, 1597635, 6681
1455, 391, 1598026, 6682
3090, 118, 1598144, 6683
394, 231, 1598375, 6684
62, 863, 1599238, 6685
231, 231, 1599469, 6686
98, 67, 1599536, 6687
2170, 75, 1599611, 6688
20, 114, 1599725, 6689
69, 182, 1599907, 6690
179, 74, 1599981, 6691
231, 316, 1600297, 6692
2226, 164, 1600461, 6693
104, 304, 1600765, 6694
31, 28, 1600793, 6695
432, 165, 1600958, 6696
61, 309, 1601267, 6697
602, 67, 1601334, 6698
68, 260, 1601594, 6699
1535, 106, 1601700, 6700
45, 85, 1601785, 6701
2143, 168, 1601953, 6702
14, 350, 1602303, 6703
2991, 76, 1602379, 6704
320, 262, 1602641, 6705
617, 269, 1602910, 6706
70, 359, 1603269, 6707
3721, 216, 1603485, 6708
213, 162, 1603647, 6709
48, 41, 1603688, 6710
236, 15, 1603703, 6711
232, 38, 1603741, 6712
11, 88, 1603829, 6713
244, 31, 1603860, 6714
191, 106, 1603966, 6715
2238, 370, 1604336, 6716
771, 297, 1604633, 6717
1687, 643, 1605276, 6718
1593, 107, 1605383, 6719
558, 118, 1605501, 6720
805, 16, 1605517, 6721
3371, 203, 1605720, 6722
56, 50, 1605770, 6723
1632, 41, 1605811, 6724
357, 1198, 1607009, 6725
274, 45, 1607054, 6726
13, 753, 1607807, 6727
76, 39, 1607846, 6728
126, 150, 1607996, 6729
155, 75, 1608071, 6730
227, 236, 1608307, 6731
190, 11, 1608318, 6732
111, 1, 1608319, 6733
205, 418, 1608737, 6734
82, 442, 1609179, 6735
282, 88, 1609267, 6736
46, 178, 1609445, 6737
2288, 111, 1609556, 6738
448, 582, 1610138, 6739
403, 221, 1610359, 6740
2675, 139, 1610498, 6741
287, 481, 1610979, 6742
693, 7, 1610986, 6743
311, 700, 1611686, 6744
15, 125, 1611811, 6745
38, 42, 1611853, 6746
866, 133, 1611986, 6747
3671, 135, 1612121, 6748
3711, 406, 1612527, 6749
2690, 14, 1612541, 6750
125, 69, 1612610, 6751
427, 44, 1612654, 6752
189, 172, 1612826, 6753
1920, 101, 1612927, 6754
173, 192, 1613119, 6755
150, 1398, 1614517, 6756
147, 16, 1614533, 6757
3205, 187, 1614720, 6758
302, 102, 1614822, 6759
151, 24, 1614846, 6760
3215, 102, 1614948, 6761
3701, 1394, 1616342, 6762
508, 275, 1616617, 6763
155, 114, 1616731, 6764
76, 51, 1616782, 6765
119, 353, 1617135, 6766
405, 117, 1617252, 6767
548, 396, 1617648, 6768
176, 111, 1617759, 6769
450, 12, 1617771, 6770
312, 129, 1617900, 6771
57, 386, 1618286, 6772
181, 574, 1618860, 6773
209, 517, 1619377, 6774
1731, 17, 1619394, 6775
4091, 177, 1619571, 6776
2595, 160, 1619731, 6777
51, 27, 1619758, 6778
3951, 374, 1620132, 6779
129, 55, 1620187, 6780
19, 34, 1620221, 6781
101, 345, 1620566, 6782
10, 98, 1620664, 6783
24, 108, 1620772, 6784
3992, 216, 1620988, 6785
182, 1279, 1622267, 6786
2116, 310, 1622577, 6787
34, 202, 1622779, 6788
3450, 276, 1623055, 6789
36, 155, 1623210, 6790
880, 24, 1623234, 6791
798, 170, 1623404, 6792
111, 121, 1623525, 6793
3512, 805, 1624330, 6794
174, 69, 1624399, 6795
3498, 128, 1624527, 6796
149, 101, 1624628, 6797
31, 23, 1624651, 6798
202, 236, 1624887, 6799
282, 76, 1624963, 6800
2466, 386, 1625349, 6801
2268, 126, 1625475, 6802
1615, 179, 1625654, 6803
91, 433, 1626087, 6804
349, 8, 1626095, 6805
793, 12, 1626107, 6806
95, 243, 1626350, 6807
131, 118, 1626468, 6808
669, 16, 1626484, 6809
243, 238, 1626722, 6810
2760, 241, 1626963, 6811
316, 203, 1627166, 6812
16, 99, 1627265, 6813
291, 169, 1627434, 6814
132, 67, 1627501, 6815
1541, 144, 1627645, 6816
274, 39, 1627684, 6817
78, 159, 1627843, 6818
304, 17, 1627860, 6819
134, 122, 1627982, 6820
183, 356, 1628338, 6821
487, 501, 1628839, 6822
2134, 139, 1628978, 6823
3094, 84, 1629062, 6824
17, 88, 1629150, 6825
236, 517, 1629667, 6826
618, 83, 1629750, 6827
3122, 169, 1629919, 6828
165, 315, 1630234, 6829
27, 146, 1630380, 6830
211, 75, 1630455, 6831
4067, 287, 1630742, 6832
116, 12, 1630754, 6833
364, 65, 1630819, 6834
244, 590, 1631409, 6835
272, 772, 1632181, 6836
2873, 541, 1632722, 6837
263, 114, 1632836, 6838
120, 22, 1632858, 6839
346, 32, 1632890, 6840
100, 65, 1632955, 6841
136, 39, 1632994, 6842
287, 96, 1633090, 6843
1850, 74, 1633164, 6844
150, 634, 1633798, 6845
3169, 553, 1634351, 6846
264, 514, 1634865, 6847
128, 629, 1635494, 6848
259, 29, 1635523, 6849
119, 11, 1635534, 6850
218, 24, 1635558, 6851
37, 407, 1635965, 6852
51, 179, 1636144, 6853
685, 211, 1636355, 6854
767, 19, 1636374, 6855
2953, 508, 1636882, 6856
2499, 528, 1637410, 6857
497, 26, 1637436, 6858
207, 228, 1637664, 6859
3929, 102, 1637766, 6860
114, 150, 1637916, 6861
11, 10, 1637926, 6862
58, 65, 1637991, 6863
19, 42, 1638033, 6864
450, 221, 1638254, 6865
112, 719, 1638973, 6866
59, 413, 1639386, 6867
36, 69, 1639455, 6868
601, 449, 1639904, 6869
181, 168, 1640072, 6870
521, 27, 1640099, 6871
27, 73, 1640172, 6872
1224, 123, 1640295, 6873
252, 243, 1640538, 6874
332, 89, 1640627, 6875
1799, 51, 1640678, 6876
67, 12, 1640690, 6877
108, 303, 1640993, 6878
54, 200, 1641193, 6879
118, 122, 1641315, 6880
44, 86, 1641401, 6881
2130, 4, 1641405, 6882
1750, 263, 1641668, 6883
329, 91, 1641759, 6884
19, 15, 1641774, 6885
106, 1869, 1643643, 6886
284, 226, 1643869, 6887
3399, 68, 1643937, 6888
390, 125, 1644062, 6889
185, 116, 1644178, 6890
18, 288, 1644466, 6891
668, 446, 1644912, 6892
137, 42, 1644954, 6893
3356, 436, 1645390, 6894
1707, 22, 1645412, 6895
137, 24, 1645436, 6896
3432, 48, 1645484, 6897
21, 330, 1645814, 6898
165, 622, 1646436, 6899
2479, 197, 1646633, 6900
537, 284, 1646917, 6901
37, 299, 1647216, 6902
262, 104, 1647320, 6903
926, 123, 1647443, 6904
1978, 618, 1648061, 6905
376, 130, 1648191, 6906
152, 182, 1648373, 6907
578, 233, 1648606, 6908
344, 360, 1648966, 6909
469, 222, 1649188, 6910
2883, 119, 1649307, 6911
13, 764, 1650071, 6912
207, 59, 1650130, 6913
987, 130, 1650260, 6914
106, 282, 1650542, 6915
110, 104, 1650646, 6916
2532, 83, 1650729, 6917
237, 79, 1650808, 6918
1677, 61, 1650869, 6919
383, 20, 1650889, 6920
22, 21, 1650910, 6921
4025, 334, 1651244, 6922
186, 138, 1651382, 6923
2889, 61, 1651443, 6924
473, 473, 1651916, 6925
190, 453, 1652369, 6926
2490, 18, 1652387, 6927
11, 19, 1652406, 6928
1531, 51, 1652457, 6929
304, 195, 1652652, 6930
3969, 54, 1652706, 6931
373, 543, 1653249, 6932
49, 45, 1653294, 6933
322, 72, 1653366, 6934
928, 367, 1653733, 6935
106, 924, 1654657, 6936
3522, 71, 1654728, 6937
2516, 97, 1654825, 6938
414, 1202, 1656027, 6939
134, 88, 1656115, 6940
242, 275, 1656390, 6941
99, 182, 1656572, 6942
21, 410, 1656982, 6943
1670, 57, 1657039, 6944
110, 421, 1657460, 6945
2366, 41, 1657501, 6946
444, 31, 1657532, 6947
559, 37, 1657569, 6948
374, 523, 1658092, 6949
644, 71, 1658163, 6950
95, 10, 1658173, 6951
3191, 105, 1658278, 6952
99, 71, 1658349, 6953
3679, 2, 1658351, 6954
232, 160, 1658511, 6955
127, 450, 1658961, 6956
2272, 12, 1658973, 6957
4022, 442, 1659415, 6958
150, 153, 1659568, 6959
243, 295, 1659863, 6960
397, 125, 1659988, 6961
3862, 261, 1660249, 6962
469, 111, 1660360, 6963
2141, 364, 1660724, 6964
434, 98, 1660822, 6965
255, 400, 1661222, 6966
19, 256, 1661478, 6967
2248, 219, 1661697, 6968
41, 136, 1661833, 6969
3435, 11, 1661844, 6970
259, 329, 1662173, 6971
33, 474, 1662647, 6972
3104, 50, 1662697, 6973
137, 113, 1662810, 6974
3887, 781, 1663591, 6975
1987, 238, 1663829, 6976
244, 88, 1663917, 6977
110, 267, 1664184, 6978
718, 724, 1664908, 6979
2868, 97, 1665005, 6980
522, 60, 1665065, 6981
266, 11, 1665076, 6982
1426, 664, 1665740, 6983
289, 79, 1665819, 6984
512, 257, 1666076, 6985
46, 227, 1666303, 6986
3914, 184, 1666487, 6987
724, 23, 1666510, 6988
9, 191, 1666701, 6989
282, 830, 1667531, 6990
34, 471, 1668002, 6991
36, 170, 1668172, 6992
487, 606, 1668778, 6993
105, 414, 1669192, 6994
584, 353, 1669545, 6995
125, 64, 1669609, 6996
21, 416, 1670025, 6997
206, 78, 1670103, 6998
65, 9, 1670112, 6999
837, 202, 1670314, 7000
532, 10, 1670324, 7001
256, 91, 1670415, 7002
2726, 797, 1671212, 7003
1003, 455, 1671667, 7004
283, 195, 1671862, 7005
91, 35, 1671897, 7006
429, 153, 1672050, 7007
240, 460, 1672510, 7008
11, 58, 1672568, 7009
296, 125, 1672693, 7010
140, 117, 1672810, 7011
91, 486, 1673296, 7012
29, 250, 1673546, 7013
118, 44, 1673590, 7014
41, 109, 1673699, 7015
3764, 204, 1673903, 7016
3062, 40, 1673943, 7017
94, 50, 1673993, 7018
135, 253, 1674246, 7019
153, 406, 1674652, 7020
50, 26, 1674678, 7021
145, 150, 1674828, 7022
2330, 105, 1674933, 7023
1252, 17, 1674950, 7024
149, 1272, 1676222, 7025
1185, 154, 1676376, 7026
3910, 262, 1676638, 7027
2126, 75, 1676713, 7028
29, 170, 1676883, 7029
17, 249, 1677132, 7030
96, 754, 1677886, 7031
93, 324, 1678210, 7032
398, 525, 1678735, 7033
13, 314, 1679049, 7034
876, 281, 1679330, 7035
98, 33, 1679363, 7036
494, 40, 1679403, 7037
147, 199, 1679602, 7038
329, 89, 1679691, 7039
98, 355, 1680046, 7040
115, 7, 1680053, 7041
449, 70, 1680123, 7042
205, 862, 1680985, 7043
290, 77, 1681062, 7044
314, 128, 1681190, 7045
818, 47, 1681237, 7046
93, 1, 1681238, 7047
393, 6, 1681244, 7048
123, 224, 1681468, 7049
240, 249, 1681717, 7050
252, 58, 1681775, 7051
20, 498, 1682273, 7052
41, 524, 1682797, 7053
2353, 69, 1682866, 7054
3100, 436, 1683302, 7055
435, 27, 1683329, 7056
131, 16, 1683345, 7057
955, 31, 1683376, 7058
312, 191, 1683567, 7059
34, 10, 1683577, 7060
3847, 62, 1683639, 7061
1945, 24, 1683663, 7062
237, 787, 1684450, 7063
66, 188, 1684638, 7064
118, 47, 1684685, 7065
90, 388, 1685073, 7066
95, 932, 1686005, 7067
229, 5, 1686010, 7068
21, 361, 1686371, 7069
164, 652, 1687023, 7070
34, 320, 1687343, 7071
27, 38, 1687381, 7072
1384, 371, 1687752, 7073
270, 142, 1687894, 7074
3837, 16, 1687910, 7075
374, 82, 1687992, 7076
312, 365, 1688357, 7077
26, 44, 1688401, 7078
3131, 28, 1688429, 7079
1905, 183, 1688612, 7080
184, 57, 1688669, 7081
100, 65, 1688734, 7082
844, 4, 1688738, 7083
47, 567, 1689305, 7084
214, 124, 1689429, 7085
478, 113, 1689542, 7086
483, 369, 1689911, 7087
153, 403, 1690314, 7088
154, 145, 1690459, 7089
148, 9, 1690468, 7090
1856, 10, 1690478, 7091
1530, 91, 1690569, 7092
333, 392, 1690961, 7093
95, 226, 1691187, 7094
2173, 46, 1691233, 7095
1532, 473, 1691706, 7096
53, 296, 1692002, 7097
37, 33, 1692035, 7098
222, 139, 1692174, 7099
1923, 821, 1692995, 7100
363, 3, 1692998, 7101
279, 309, 1693307, 7102
96, 162, 1693469, 7103
19, 65, 1693534, 7104
3451, 178, 1693712, 7105
1707, 298, 1694010, 7106
98, 56, 1694066, 7107
2248, 61, 1694127, 7108
30, 141, 1694268, 7109
1398, 418, 1694686, 7110
701, 18, 1694704, 7111
396, 10, 1694714, 7112
563, 8, 1694722, 7113
32, 139, 1694861, 7114
81, 254, 1695115, 7115
1649, 847, 1695962, 7116
285, 40, 1696002, 7117
565, 72, 1696074, 7118
114, 386, 1696460, 7119
294, 585, 1697045, 7120
157, 138, 1697183, 7121
2248, 112, 1697295, 7122
3375, 533, 1697828, 7123
986, 1135, 1698963, 7124
123, 205, 1699168, 7125
53, 202, 1699370, 7126
1220, 458, 1699828, 7127
1524, 43, 1699871, 7128
249, 88, 1699959, 7129
206, 800, 1700759, 7130
79, 177, 1700936, 7131
2291, 54, 1700990, 7132
73, 4, 1700994, 7133
277, 319, 1701313, 7134
303, 269, 1701582, 7135
2517, 706, 1702288, 7136
103, 187, 1702475, 7137
374, 170, 1702645, 7138
3179, 364, 1703009, 7139
243, 336, 1703345, 7140
3859, 196, 1703541, 7141
93, 157, 1703698, 7142
124, 245, 1703943, 7143
122, 465, 1704408, 7144
158, 49, 1704457, 7145
13, 18, 1704475, 7146
1981, 680, 1705155, 7147
154, 113, 1705268, 7148
381, 289, 1705557, 7149
147, 86, 1705643, 7150
974, 168, 1705811, 7151
481, 63, 1705874, 7152
99, 72, 1705946, 7153
96, 382, 1706328, 7154
64, 219, 1706547, 7155
404, 26, 1706573, 7156
127, 271, 1706844, 7157
1239, 73, 1706917, 7158
3260, 403, 1707320, 7159
20, 160, 1707480, 7160
522, 322, 1707802, 7161
4012, 290, 1708092, 7162
191, 226, 1708318, 7163
131, 12, 1708330, 7164
1385, 303, 1708633, 7165
35, 39, 1708672, 7166
260, 155, 1708827, 7167
141, 425, 1709252, 7168
167, 151, 1709403, 7169
2962, 30, 1709433, 7170
2280, 623, 1710056, 7171
95, 14, 1710070, 7172
254, 214, 1710284, 7173
371, 149, 1710433, 7174
352, 257, 1710690, 7175
200, 180, 1710870, 7176
1332, 69, 1710939, 7177
415, 46, 1710985, 7178
29, 1385, 1712370, 7179
3980, 181, 1712551, 7180
18, 313, 1712864, 7181
37, 34, 1712898, 7182
696, 23, 1712921, 7183
52, 268, 1713189, 7184
296, 709, 1713898, 7185
1961, 64, 1713962, 7186
282, 162, 1714124, 7187
801, 455, 1714579, 7188
3738, 262, 1714841, 7189
154, 527, 1715368, 7190
194, 178, 1715546, 7191
728, 107, 1715653, 7192
277, 268, 1715921, 7193
51, 729, 1716650, 7194
620, 241, 1716891, 7195
1232, 25, 1716916, 7196
320, 24, 1716940, 7197
162, 548, 1717488, 7198
10, 654, 1718142, 7199
72, 42, 1718184, 7200
3132, 1313, 1719497, 7201
46, 60, 1719557, 7202
39, 148, 1719705, 7203
278, 55, 1719760, 7204
447, 34, 1719794, 7205
1770, 679, 1720473, 7206
1724, 180, 1720653, 7207
109, 160, 1720813, 7208
203, 72, 1720885, 7209
209, 208, 1721093, 7210
3323, 40, 1721133, 7211
39, 40, 1721173, 7212
55, 56, 1721229, 7213
49, 22, 1721251, 7214
307, 15, 1721266, 7215
44, 15, 1721281, 7216
393, 175, 1721456, 7217
68, 420, 1721876, 7218
3439, 403, 1722279, 7219
2541, 70, 1722349, 7220
3164, 121, 1722470, 7221
127, 64, 1722534, 7222
499, 401, 1722935, 7223
1083, 520, 1723455, 7224
499, 146, 1723601, 7225
43, 475, 1724076, 7226
22, 2, 1724078, 7227
12, 540, 1724618, 7228
1352, 2, 1724620, 7229
635, 210, 1724830, 7230
2047, 94, 1724924, 7231
170, 753, 1725677, 7232
318, 160, 1725837, 7233
4054, 341, 1726178, 7234
112, 357, 1726535, 7235
9, 100, 1726635, 7236
23, 119, 1726754, 7237
208, 39, 1726793, 7238
783, 61, 1726854, 7239
183, 7, 1726861, 7240
858, 110, 1726971, 7241
276, 170, 1727141, 7242
27, 246, 1727387, 7243
90, 55, 1727442, 7244
258, 370, 1727812, 7245
130, 231, 1728043, 7246
304, 244, 1728287, 7247
45, 102, 1728389, 7248
1392, 157, 1728546, 7249
334, 136, 1728682, 7250
1087, 707, 1729389, 7251
129, 3, 1729392, 7252
47, 594, 1729986, 7253
228, 835, 1730821, 7254
355, 65, 1730886, 7255
38, 129, 1731015, 7256
153, 1154, 1732169, 7257
105, 25, 1732194, 7258
3326, 155, 1732349, 7259
59, 24, 1732373, 7260
423, 20, 1732393, 7261
219, 85, 1732478, 7262
900, 141, 1732619, 7263
293, 324, 1732943, 7264
80, 50, 1732993, 7265
1967, 45, 1733038, 7266
3475, 149, 1733187, 7267
125, 155, 1733342, 7268
147, 205, 1733547, 7269
224, 32, 1733579, 7270
479, 86, 1733665, 7271
3927, 163, 1733828, 7272
289, 96, 1733924, 7273
2955, 40, 1733964, 7274
371, 637, 1734601, 7275
3474, 475, 1735076, 7276
14, 110, 1735186, 7277
287, 181, 1735367, 7278
630, 170, 1735537, 7279
111, 746, 1736283, 7280
196, 1413, 1737696, 7281
2293, 240, 1737936, 7282
25, 21, 1737957, 7283
36, 126, 1738083, 7284
30, 107, 1738190, 7285
384, 114, 1738304, 7286
1892, 251, 1738555, 7287
1263, 33, 1738588, 7288
3202, 752, 1739340, 7289
1284, 52, 1739392, 7290
2182, 112, 1739504, 7291
296, 43, 1739547, 7292
3821, 286, 1739833, 7293
110, 28, 1739861, 7294
390, 529, 1740390, 7295
103, 90, 1740480, 7296
158, 96, 1740576, 7297
105, 344, 1740920, 7298
619, 444, 1741364, 7299
69, 97, 1741461, 7300
101, 91, 1741552, 7301
1961, 44, 1741596, 7302
395, 40, 1741636, 7303
3086, 50, 1741686, 7304
335, 324, 1742010, 7305
72, 50, 1742060, 7306
106, 306, 1742366, 7307
1703, 296, 1742662, 7308
190, 76, 1742738, 7309
344, 98, 1742836, 7310
519, 388, 1743224, 7311
27, 7, 1743231, 7312
1224, 264, 1743495, 7313
2243, 323, 1743818, 7314
77, 280, 1744098, 7315
10, 216, 1744314, 7316
24, 373, 1744687, 7317
39, 219, 1744906, 7318
430, 229, 1745135, 7319
1779, 45, 1745180, 7320
212, 287, 1745467, 7321
207, 172, 1745639, 7322
160, 430, 1746069, 7323
25, 144, 1746213, 7324
3592, 58, 1746271, 7325
26, 385, 1746656, 7326
2850, 760, 1747416, 7327
214, 196, 1747612, 7328
836, 286, 1747898, 7329
48, 399, 1748297, 7330
3941, 246, 1748543, 7331
127, 2, 1748545, 7332
101, 340, 1748885, 7333
2556, 121, 1749006, 7334
30, 74, 1749080, 7335
129, 436, 1749516, 7336
100, 672, 1750188, 7337
10, 31, 1750219, 7338
155, 192, 1750411, 7339
235, 326, 1750737, 7340
60, 347, 1751084, 7341
227, 345, 1751429, 7342
386, 1018, 1752447, 7343
64, 379, 1752826, 7344
19, 138, 1752964, 7345
144, 343, 1753307, 7346
361, 177, 1753484, 7347
37, 181, 1753665, 7348
148, 273, 1753938, 7349
396, 211, 1754149, 7350
20, 62, 1754211, 7351
30, 75, 1754286, 7352
56, 22, 1754308, 7353
448, 487, 1754795, 7354
86, 160, 1754955, 7355
2624, 399, 1755354, 7356
355, 383, 1755737, 7357
477, 40, 1755777, 7358
121, 290, 1756067, 7359
68, 152, 1756219, 7360
103, 19, 1756238, 7361
1476, 275, 1756513, 7362
423, 99, 1756612, 7363
398, 525, 1757137, 7364
958, 18, 1757155, 7365
49, 8, 1757163, 7366
109, 754, 1757917, 7367
96, 261, 1758178, 7368
143, 274, 1758452, 7369
2689, 31, 1758483, 7370
286, 18, 1758501, 7371
395, 121, 1758622, 7372
76, 313, 1758935, 7373
287, 828, 1759763, 7374
74, 150, 1759913, 7375
1283, 654, 1760567, 7376
4020, 135, 1760702, 7377
513, 154, 1760856, 7378
